#COVID-19 Progression Model. XR Pharmaceuticals Ltd. 2020, www.xph.co.nz
# New Zealand,Pop:, 4885500,Pop. density:, 1.86000E+01, Model days:  163 to  68, Opt_by_density: TRUE
#Model parameters:,a1:, 3.00000E-01,b1:, 1.12500E+00,b2:, 1.35000E+00,k1:, 6.25000E-01,k2:, 5.12500E+00,bend date:,2020-04-09,cumulative cases:, 1126
#Date, Day,Cases,CumCases,CumDens,Rate,CalcRate,CalcDens,CalcCumCases
2020-08-04, 216, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-05, 217, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-06, 218, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-07, 219, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-08, 220, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-09, 221, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-10, 222, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-11, 223, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-12, 224, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-13, 225, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-14, 226, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-15, 227, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-16, 228, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-17, 229, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-18, 230, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-19, 231, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-20, 232, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-21, 233, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-22, 234, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-23, 235, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-24, 236, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-25, 237, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-26, 238, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-27, 239, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-28, 240, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-29, 241, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-30, 242, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-08-31, 243, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-01, 244, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-02, 245, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-03, 246, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-04, 247, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-05, 248, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-06, 249, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-07, 250, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-08, 251, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-09, 252, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-10, 253, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-11, 254, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-12, 255, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-13, 256, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-14, 257, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-15, 258, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-16, 259, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-17, 260, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-18, 261, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-19, 262, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-20, 263, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-21, 264, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-22, 265, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-23, 266, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-24, 267, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-25, 268, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-26, 269, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-27, 270, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-28, 271, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-29, 272, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-09-30, 273, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-01, 274, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-02, 275, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-03, 276, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-04, 277, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-05, 278, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-06, 279, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-07, 280, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-08, 281, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-09, 282, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-10, 283, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-11, 284, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-12, 285, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-13, 286, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-14, 287, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-15, 288, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-16, 289, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-17, 290, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-18, 291, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-19, 292, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-20, 293, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-21, 294, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-22, 295, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-23, 296, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-24, 297, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-25, 298, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-26, 299, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-27, 300, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-28, 301, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-29, 302, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-30, 303, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-10-31, 304, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-01, 305, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-01, 306, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-02, 307, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-03, 308, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-04, 309, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-05, 310, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-06, 311, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-07, 312, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-08, 313, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-09, 314, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-10, 315, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-11, 316, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-12, 317, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-13, 318, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-14, 319, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-15, 320, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-16, 321, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-17, 322, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-18, 323, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-19, 324, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-20, 325, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-21, 326, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-22, 327, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-23, 328, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-24, 329, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-25, 330, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-26, 331, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-27, 332, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-28, 333, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-29, 334, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-11-30, 335, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-01, 336, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-02, 337, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-03, 338, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-04, 339, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-05, 340, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-06, 341, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-07, 342, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-08, 343, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-09, 344, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-10, 345, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-11, 346, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-12, 347, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-13, 348, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-14, 349, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-15, 350, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-16, 351, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-17, 352, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-18, 353, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-19, 354, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-20, 355, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-21, 356, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-22, 357, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-23, 358, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-24, 359, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-25, 360, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-26, 361, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-27, 362, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-28, 363, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-29, 364, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-30, 365, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2020-12-31, 366, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-01, 367, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-02, 368, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-03, 369, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-04, 370, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-05, 371, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-06, 372, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-07, 373, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-08, 374, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-09, 375, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-10, 376, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-11, 377, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-12, 378, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-13, 379, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-14, 380, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-15, 381, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-16, 382, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-17, 383, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-18, 384, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-19, 385, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-20, 386, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-21, 387, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-22, 388, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-23, 389, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-24, 390, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-25, 391, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-26, 392, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-27, 393, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-28, 394, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-29, 395, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-30, 396, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-01-31, 397, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-02-01, 398, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
2021-02-02, 399, 0, 0, 0.0000E+0, 2.3283E-10, 0.0000E+0, 4.2771E-3, 1.1262E+3
